المحصول,المحافظة,نوع_التربة,طريقة_الري,جودة_البذور,نوع_السماد,كمية_السماد_بالكغم,الحرارة,الرطوبة,الإنتاج_بالدونم
شعير,واسط,رملية,رش محوري,محسنة,عضوي,51.0,28.1,50.3,1430.0
رز,كربلاء,مختلطة,سيحي/غمر,عادية,عضوي,77.0,41.4,59.3,959.0
رز,الأنبار,رملية,تنقيط,محسنة,مركب (NPK),70.0,41.9,27.4,663.0
ذرة,واسط,مختلطة,رش محوري,عادية,عضوي,103.0,43.2,31.8,821.0
حنطة,واسط,مختلطة,رش محوري,محسنة,عضوي,31.0,20.5,33.3,1123.0
حنطة,النجف,طينية,تنقيط,محسنة,عضوي,37.0,15.0,31.8,650.0
فواكه,الأنبار,رملية,سيحي/غمر,عادية,مركب (NPK),87.0,22.8,62.9,2506.0
فواكه,بابل,طينية,رش محوري,محسنة,مركب (NPK),68.0,44.6,35.0,2962.0
شعير,بابل,رملية,سيحي/غمر,عادية,داب (DAP),71.0,44.6,65.4,622.0
شعير,كربلاء,طينية,رش محوري,محسنة,يوريا (N),78.0,15.5,22.4,862.0
حنطة,الأنبار,مختلطة,رش محوري,عادية,داب (DAP),110.0,35.0,39.9,1546.0
رز,كربلاء,رملية,تنقيط,محسنة,مركب (NPK),117.0,32.5,70.4,1446.0
شعير,الأنبار,رملية,تنقيط,عادية,يوريا (N),28.0,27.7,52.6,891.0
فواكه,النجف,رملية,رش محوري,محسنة,داب (DAP),42.0,17.2,70.8,2445.0
حنطة,النجف,رملية,رش محوري,عادية,عضوي,64.0,44.8,28.1,1065.0
خضراوات,النجف,طينية,تنقيط,عادية,يوريا (N),82.0,20.4,48.8,2663.0
حنطة,ميسان,رملية,سيحي/غمر,محسنة,عضوي,87.0,39.8,36.9,890.0
تمور,كربلاء,رملية,رش محوري,عادية,داب (DAP),117.0,25.9,65.1,1646.0
ذرة,ديالى,طينية,رش محوري,عادية,مركب (NPK),108.0,41.1,63.5,1096.0
رز,النجف,طينية,تنقيط,محسنة,يوريا (N),104.0,21.3,25.9,1899.0
خضراوات,واسط,رملية,تنقيط,محسنة,مركب (NPK),49.0,44.3,45.4,1574.0
حنطة,البصرة,رملية,رش محوري,عادية,يوريا (N),82.0,27.2,60.2,900.0
ذرة,البصرة,طينية,تنقيط,عادية,عضوي,37.0,21.1,39.3,1101.0
حنطة,كربلاء,طينية,رش محوري,عادية,يوريا (N),36.0,21.3,46.4,930.0
حنطة,ديالى,رملية,رش محوري,محسنة,يوريا (N),109.0,15.8,25.4,853.0
فواكه,الموصل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),41.0,27.3,67.4,1796.0
خضراوات,ميسان,طينية,سيحي/غمر,محسنة,داب (DAP),92.0,18.8,58.6,2950.0
فواكه,الموصل,مختلطة,سيحي/غمر,محسنة,داب (DAP),40.0,42.5,65.3,2022.0
خضراوات,بابل,رملية,رش محوري,عادية,مركب (NPK),57.0,20.8,33.7,3575.0
رز,الأنبار,طينية,سيحي/غمر,عادية,عضوي,67.0,20.2,55.7,1205.0
ذرة,كربلاء,طينية,سيحي/غمر,محسنة,داب (DAP),33.0,16.2,76.8,478.0
فواكه,ديالى,رملية,تنقيط,محسنة,مركب (NPK),48.0,23.8,30.9,2082.0
ذرة,البصرة,طينية,تنقيط,محسنة,داب (DAP),117.0,16.6,62.5,710.0
شعير,الموصل,رملية,سيحي/غمر,محسنة,يوريا (N),96.0,42.9,48.2,886.0
فواكه,واسط,طينية,تنقيط,عادية,داب (DAP),70.0,18.3,61.7,2973.0
ذرة,ديالى,طينية,رش محوري,عادية,عضوي,32.0,17.7,75.8,820.0
تمور,الأنبار,مختلطة,سيحي/غمر,محسنة,عضوي,54.0,24.1,56.3,1446.0
رز,كربلاء,مختلطة,رش محوري,محسنة,يوريا (N),66.0,43.3,46.4,803.0
فواكه,ميسان,مختلطة,تنقيط,عادية,يوريا (N),90.0,22.1,24.1,2008.0
تمور,الموصل,رملية,رش محوري,محسنة,عضوي,104.0,31.3,51.5,2113.0
شعير,النجف,رملية,رش محوري,محسنة,عضوي,100.0,38.4,42.7,785.0
رز,ديالى,رملية,تنقيط,عادية,داب (DAP),98.0,29.5,33.7,1325.0
حنطة,كربلاء,رملية,رش محوري,عادية,داب (DAP),79.0,28.7,50.5,1643.0
خضراوات,ديالى,رملية,رش محوري,محسنة,عضوي,118.0,17.5,30.5,1850.0
فواكه,ميسان,رملية,سيحي/غمر,عادية,عضوي,100.0,35.8,42.9,1945.0
حنطة,ميسان,طينية,سيحي/غمر,محسنة,داب (DAP),113.0,21.9,37.7,1702.0
شعير,الموصل,رملية,تنقيط,عادية,يوريا (N),35.0,41.9,78.1,539.0
تمور,بابل,طينية,سيحي/غمر,محسنة,داب (DAP),51.0,38.3,41.1,1812.0
تمور,ميسان,مختلطة,سيحي/غمر,عادية,داب (DAP),82.0,31.7,59.1,2723.0
شعير,ديالى,رملية,سيحي/غمر,محسنة,داب (DAP),74.0,33.9,28.7,879.0
تمور,ديالى,مختلطة,تنقيط,محسنة,داب (DAP),37.0,17.6,36.3,1297.0
رز,النجف,رملية,سيحي/غمر,عادية,يوريا (N),71.0,32.2,46.2,844.0
رز,ميسان,رملية,تنقيط,محسنة,مركب (NPK),53.0,28.9,79.7,1403.0
خضراوات,بابل,رملية,تنقيط,عادية,يوريا (N),44.0,15.6,21.8,2340.0
ذرة,الأنبار,مختلطة,تنقيط,عادية,عضوي,39.0,32.3,59.0,956.0
فواكه,كربلاء,طينية,رش محوري,محسنة,مركب (NPK),45.0,40.4,63.5,2248.0
فواكه,الموصل,طينية,رش محوري,عادية,يوريا (N),96.0,26.4,44.1,3166.0
فواكه,ميسان,مختلطة,سيحي/غمر,عادية,مركب (NPK),99.0,34.6,48.9,2523.0
فواكه,الموصل,رملية,سيحي/غمر,عادية,داب (DAP),46.0,32.9,68.1,1562.0
فواكه,واسط,طينية,تنقيط,محسنة,عضوي,27.0,41.0,34.9,1006.0
تمور,واسط,رملية,رش محوري,عادية,مركب (NPK),94.0,18.3,44.4,1569.0
رز,النجف,طينية,رش محوري,عادية,يوريا (N),92.0,21.1,66.7,1557.0
فواكه,النجف,طينية,رش محوري,عادية,داب (DAP),47.0,34.8,26.1,2373.0
رز,الأنبار,رملية,رش محوري,عادية,داب (DAP),85.0,36.8,58.6,1407.0
ذرة,الموصل,مختلطة,سيحي/غمر,محسنة,داب (DAP),59.0,39.5,42.1,757.0
خضراوات,واسط,طينية,رش محوري,عادية,عضوي,56.0,28.1,72.2,1716.0
تمور,البصرة,مختلطة,رش محوري,محسنة,عضوي,70.0,43.0,56.4,1040.0
فواكه,النجف,رملية,رش محوري,عادية,عضوي,34.0,34.0,36.2,3159.0
خضراوات,الموصل,مختلطة,رش محوري,عادية,مركب (NPK),69.0,30.5,29.8,3193.0
تمور,النجف,طينية,تنقيط,عادية,مركب (NPK),110.0,15.9,75.7,1197.0
ذرة,بابل,رملية,سيحي/غمر,محسنة,مركب (NPK),77.0,18.3,34.3,911.0
حنطة,واسط,رملية,رش محوري,محسنة,عضوي,64.0,34.6,74.6,1248.0
تمور,ميسان,مختلطة,تنقيط,عادية,عضوي,79.0,31.5,41.4,1853.0
خضراوات,البصرة,رملية,رش محوري,محسنة,عضوي,28.0,34.3,48.3,1640.0
رز,الموصل,طينية,سيحي/غمر,محسنة,عضوي,80.0,30.5,61.7,1858.0
شعير,الأنبار,طينية,رش محوري,عادية,مركب (NPK),105.0,20.2,25.4,1284.0
شعير,البصرة,رملية,تنقيط,عادية,داب (DAP),57.0,33.5,56.4,982.0
تمور,واسط,طينية,رش محوري,عادية,داب (DAP),46.0,25.2,63.0,1210.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,مركب (NPK),62.0,39.0,20.3,1629.0
ذرة,بابل,مختلطة,رش محوري,عادية,عضوي,97.0,23.6,56.6,952.0
خضراوات,بغداد,طينية,تنقيط,عادية,مركب (NPK),25.0,15.1,60.7,853.0
تمور,بغداد,رملية,تنقيط,محسنة,يوريا (N),25.0,15.7,77.0,734.0
تمور,بابل,طينية,سيحي/غمر,محسنة,يوريا (N),28.0,35.0,23.7,1523.0
حنطة,البصرة,رملية,سيحي/غمر,عادية,مركب (NPK),83.0,20.3,36.1,831.0
خضراوات,ميسان,مختلطة,سيحي/غمر,محسنة,عضوي,91.0,23.0,44.4,2975.0
خضراوات,واسط,رملية,سيحي/غمر,محسنة,عضوي,43.0,44.4,51.0,1951.0
خضراوات,الموصل,رملية,تنقيط,عادية,مركب (NPK),100.0,27.7,51.0,2387.0
حنطة,ميسان,رملية,رش محوري,محسنة,مركب (NPK),75.0,19.4,60.1,928.0
فواكه,البصرة,رملية,رش محوري,محسنة,مركب (NPK),22.0,21.4,42.9,2658.0
خضراوات,واسط,طينية,رش محوري,عادية,عضوي,88.0,43.5,62.1,2091.0
ذرة,كربلاء,رملية,تنقيط,محسنة,عضوي,93.0,27.1,28.5,1384.0
رز,ميسان,طينية,تنقيط,محسنة,مركب (NPK),106.0,29.8,55.0,2143.0
تمور,كربلاء,مختلطة,سيحي/غمر,محسنة,داب (DAP),52.0,35.4,71.4,1446.0
تمور,البصرة,رملية,سيحي/غمر,عادية,يوريا (N),67.0,31.3,46.1,1129.0
تمور,الأنبار,طينية,رش محوري,محسنة,داب (DAP),47.0,16.9,42.6,1803.0
رز,بغداد,مختلطة,رش محوري,عادية,عضوي,118.0,38.8,48.3,1338.0
رز,بابل,مختلطة,سيحي/غمر,محسنة,داب (DAP),62.0,25.3,40.6,1317.0
شعير,كربلاء,طينية,تنقيط,محسنة,يوريا (N),23.0,31.4,27.1,904.0
تمور,كربلاء,مختلطة,رش محوري,عادية,عضوي,96.0,21.2,35.0,2879.0
حنطة,واسط,طينية,سيحي/غمر,محسنة,داب (DAP),65.0,22.6,47.0,1307.0
فواكه,واسط,رملية,تنقيط,محسنة,يوريا (N),30.0,21.5,38.1,1784.0
خضراوات,بغداد,رملية,تنقيط,محسنة,مركب (NPK),87.0,42.1,27.5,1838.0
فواكه,واسط,رملية,تنقيط,عادية,داب (DAP),114.0,43.0,29.9,1671.0
حنطة,بابل,رملية,سيحي/غمر,محسنة,عضوي,117.0,17.3,43.7,1249.0
شعير,النجف,رملية,سيحي/غمر,عادية,يوريا (N),38.0,27.4,79.0,475.0
خضراوات,ديالى,طينية,سيحي/غمر,محسنة,يوريا (N),61.0,20.4,63.7,1942.0
فواكه,بغداد,رملية,تنقيط,محسنة,عضوي,38.0,18.1,28.5,2287.0
ذرة,الأنبار,مختلطة,تنقيط,عادية,عضوي,25.0,30.3,61.4,643.0
حنطة,الموصل,طينية,تنقيط,محسنة,عضوي,26.0,21.6,39.9,818.0
فواكه,النجف,مختلطة,سيحي/غمر,محسنة,مركب (NPK),57.0,28.2,28.5,1766.0
تمور,الموصل,طينية,رش محوري,محسنة,مركب (NPK),95.0,43.4,45.0,1675.0
شعير,النجف,طينية,رش محوري,عادية,داب (DAP),34.0,15.7,55.3,896.0
تمور,بغداد,طينية,تنقيط,عادية,داب (DAP),92.0,35.8,40.5,2643.0
خضراوات,النجف,مختلطة,تنقيط,عادية,داب (DAP),60.0,15.1,41.6,2551.0
تمور,الموصل,مختلطة,تنقيط,عادية,داب (DAP),107.0,24.7,72.4,1824.0
ذرة,الموصل,طينية,سيحي/غمر,عادية,عضوي,21.0,23.5,67.3,751.0
فواكه,بابل,طينية,رش محوري,محسنة,يوريا (N),110.0,25.1,68.8,2724.0
ذرة,ميسان,رملية,سيحي/غمر,عادية,داب (DAP),22.0,41.3,63.2,403.0
تمور,كربلاء,رملية,تنقيط,محسنة,مركب (NPK),46.0,17.2,52.8,1726.0
حنطة,واسط,طينية,رش محوري,محسنة,داب (DAP),118.0,25.4,32.5,1749.0
خضراوات,بابل,مختلطة,رش محوري,عادية,داب (DAP),45.0,38.6,78.5,1787.0
فواكه,ديالى,طينية,سيحي/غمر,عادية,عضوي,40.0,15.7,52.3,1826.0
تمور,النجف,مختلطة,رش محوري,محسنة,عضوي,40.0,18.0,46.6,1657.0
حنطة,بابل,رملية,سيحي/غمر,عادية,يوريا (N),88.0,35.6,62.4,903.0
فواكه,بغداد,رملية,رش محوري,محسنة,عضوي,59.0,15.1,78.2,1667.0
تمور,كربلاء,مختلطة,سيحي/غمر,عادية,مركب (NPK),105.0,18.4,53.8,2517.0
تمور,كربلاء,طينية,سيحي/غمر,محسنة,مركب (NPK),72.0,29.4,69.1,1656.0
شعير,كربلاء,طينية,رش محوري,محسنة,مركب (NPK),60.0,23.9,61.3,961.0
تمور,واسط,مختلطة,سيحي/غمر,محسنة,يوريا (N),104.0,32.8,55.7,1812.0
رز,الموصل,مختلطة,رش محوري,محسنة,داب (DAP),62.0,20.7,31.0,1008.0
تمور,ديالى,طينية,سيحي/غمر,محسنة,عضوي,117.0,27.9,33.1,2346.0
خضراوات,بغداد,طينية,رش محوري,محسنة,داب (DAP),20.0,40.7,76.7,1480.0
خضراوات,ديالى,طينية,رش محوري,عادية,عضوي,87.0,23.5,27.2,2860.0
رز,ميسان,طينية,تنقيط,محسنة,داب (DAP),102.0,23.1,54.6,2190.0
حنطة,بغداد,رملية,سيحي/غمر,محسنة,عضوي,77.0,42.7,51.1,1064.0
فواكه,بغداد,رملية,رش محوري,محسنة,مركب (NPK),51.0,17.7,28.8,2091.0
حنطة,البصرة,مختلطة,سيحي/غمر,محسنة,مركب (NPK),44.0,21.9,69.1,1242.0
ذرة,الأنبار,طينية,تنقيط,عادية,داب (DAP),118.0,35.9,37.6,1121.0
شعير,ديالى,رملية,سيحي/غمر,محسنة,عضوي,78.0,37.4,67.2,707.0
ذرة,الموصل,مختلطة,سيحي/غمر,محسنة,يوريا (N),71.0,21.9,78.5,1001.0
فواكه,كربلاء,طينية,سيحي/غمر,محسنة,مركب (NPK),104.0,39.1,27.4,1958.0
شعير,بابل,طينية,رش محوري,محسنة,عضوي,112.0,29.3,31.6,1167.0
خضراوات,الموصل,طينية,رش محوري,محسنة,عضوي,119.0,27.7,70.3,1503.0
حنطة,ديالى,رملية,سيحي/غمر,محسنة,مركب (NPK),107.0,25.4,39.6,874.0
فواكه,بابل,طينية,رش محوري,محسنة,يوريا (N),66.0,23.8,32.2,1927.0
فواكه,ديالى,مختلطة,تنقيط,عادية,مركب (NPK),22.0,29.4,78.8,2303.0
ذرة,الموصل,رملية,رش محوري,عادية,داب (DAP),106.0,25.5,63.3,1161.0
ذرة,البصرة,رملية,رش محوري,محسنة,يوريا (N),76.0,17.6,21.4,1041.0
ذرة,ديالى,طينية,رش محوري,محسنة,داب (DAP),61.0,34.6,59.2,937.0
رز,بابل,رملية,رش محوري,عادية,يوريا (N),109.0,34.6,35.5,1399.0
فواكه,البصرة,طينية,سيحي/غمر,عادية,مركب (NPK),118.0,26.5,68.3,3295.0
ذرة,البصرة,رملية,تنقيط,محسنة,مركب (NPK),24.0,23.4,23.2,680.0
فواكه,الموصل,مختلطة,رش محوري,محسنة,يوريا (N),22.0,24.3,64.2,1348.0
خضراوات,الأنبار,رملية,تنقيط,عادية,مركب (NPK),78.0,34.3,38.7,3159.0
خضراوات,كربلاء,مختلطة,تنقيط,عادية,عضوي,39.0,29.3,76.7,1236.0
رز,الموصل,رملية,رش محوري,عادية,عضوي,96.0,45.0,43.3,1924.0
خضراوات,كربلاء,طينية,تنقيط,عادية,مركب (NPK),46.0,35.7,56.4,3166.0
شعير,الموصل,طينية,سيحي/غمر,محسنة,يوريا (N),36.0,25.9,23.0,670.0
خضراوات,الموصل,رملية,تنقيط,عادية,مركب (NPK),85.0,38.1,52.7,1997.0
حنطة,كربلاء,رملية,تنقيط,محسنة,يوريا (N),109.0,23.2,71.6,1587.0
خضراوات,بغداد,طينية,تنقيط,محسنة,عضوي,45.0,39.4,32.9,2650.0
فواكه,ميسان,رملية,تنقيط,عادية,يوريا (N),92.0,38.1,23.0,2533.0
خضراوات,بابل,مختلطة,تنقيط,عادية,مركب (NPK),83.0,38.4,52.0,2880.0
رز,البصرة,مختلطة,رش محوري,محسنة,يوريا (N),98.0,41.2,45.5,957.0
تمور,واسط,مختلطة,تنقيط,عادية,مركب (NPK),91.0,37.2,21.2,2306.0
ذرة,النجف,مختلطة,رش محوري,عادية,مركب (NPK),27.0,32.4,74.4,846.0
فواكه,واسط,طينية,رش محوري,محسنة,داب (DAP),24.0,38.7,44.1,1045.0
ذرة,واسط,طينية,تنقيط,محسنة,داب (DAP),110.0,23.3,25.7,1487.0
ذرة,بغداد,طينية,تنقيط,عادية,يوريا (N),59.0,18.5,70.7,1357.0
حنطة,النجف,رملية,سيحي/غمر,عادية,عضوي,64.0,33.1,48.7,919.0
حنطة,النجف,رملية,سيحي/غمر,محسنة,مركب (NPK),32.0,29.1,26.7,639.0
فواكه,الموصل,رملية,رش محوري,محسنة,عضوي,70.0,43.9,75.5,1879.0
خضراوات,الأنبار,طينية,رش محوري,عادية,عضوي,29.0,31.4,47.3,2939.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,يوريا (N),63.0,40.2,35.3,1349.0
ذرة,بابل,طينية,تنقيط,محسنة,مركب (NPK),37.0,21.6,46.1,1053.0
تمور,كربلاء,رملية,تنقيط,عادية,داب (DAP),80.0,25.4,33.9,2143.0
تمور,النجف,مختلطة,رش محوري,عادية,مركب (NPK),100.0,43.4,29.1,1557.0
ذرة,بابل,مختلطة,سيحي/غمر,عادية,عضوي,118.0,26.8,68.7,1283.0
تمور,الموصل,مختلطة,رش محوري,محسنة,يوريا (N),109.0,39.3,69.1,1566.0
خضراوات,واسط,طينية,رش محوري,عادية,داب (DAP),78.0,41.5,61.6,1309.0
رز,بابل,طينية,تنقيط,عادية,مركب (NPK),47.0,38.4,60.4,1065.0
رز,واسط,رملية,سيحي/غمر,عادية,داب (DAP),55.0,33.2,68.1,668.0
حنطة,كربلاء,رملية,تنقيط,محسنة,مركب (NPK),109.0,20.2,20.0,870.0
رز,ديالى,طينية,رش محوري,عادية,داب (DAP),27.0,27.6,74.0,869.0
شعير,النجف,طينية,تنقيط,عادية,عضوي,118.0,21.9,45.4,1250.0
تمور,ديالى,رملية,تنقيط,عادية,يوريا (N),115.0,23.0,78.4,1462.0
حنطة,واسط,رملية,سيحي/غمر,محسنة,مركب (NPK),102.0,23.7,37.0,829.0
ذرة,ديالى,مختلطة,سيحي/غمر,محسنة,مركب (NPK),105.0,29.8,36.3,1085.0
ذرة,البصرة,طينية,رش محوري,عادية,يوريا (N),89.0,38.6,64.3,1013.0
رز,ميسان,طينية,تنقيط,عادية,يوريا (N),106.0,34.9,74.0,1495.0
ذرة,بغداد,رملية,سيحي/غمر,عادية,يوريا (N),51.0,20.5,44.8,1116.0
ذرة,بابل,مختلطة,تنقيط,محسنة,عضوي,100.0,15.8,34.4,752.0
رز,النجف,مختلطة,سيحي/غمر,محسنة,داب (DAP),61.0,15.7,45.9,905.0
حنطة,ديالى,مختلطة,تنقيط,عادية,مركب (NPK),100.0,17.4,70.3,963.0
رز,بغداد,طينية,سيحي/غمر,عادية,عضوي,74.0,35.9,70.0,1553.0
رز,واسط,مختلطة,تنقيط,عادية,مركب (NPK),113.0,15.0,42.3,1107.0
فواكه,ديالى,مختلطة,تنقيط,محسنة,عضوي,35.0,20.5,77.1,1349.0
تمور,كربلاء,طينية,رش محوري,عادية,داب (DAP),65.0,31.9,48.5,2447.0
خضراوات,ديالى,طينية,تنقيط,محسنة,مركب (NPK),109.0,43.1,64.2,2790.0
تمور,بابل,طينية,تنقيط,عادية,يوريا (N),73.0,29.0,29.5,1261.0
رز,واسط,مختلطة,رش محوري,عادية,يوريا (N),81.0,19.2,26.5,1467.0
حنطة,الأنبار,مختلطة,سيحي/غمر,محسنة,مركب (NPK),86.0,27.6,33.5,1362.0
فواكه,كربلاء,مختلطة,سيحي/غمر,محسنة,عضوي,102.0,32.7,34.2,2591.0
حنطة,الموصل,رملية,تنقيط,محسنة,عضوي,33.0,35.7,38.3,1062.0
رز,البصرة,مختلطة,سيحي/غمر,محسنة,عضوي,98.0,20.7,29.4,1459.0
خضراوات,واسط,مختلطة,تنقيط,محسنة,داب (DAP),94.0,38.4,23.5,2055.0
حنطة,واسط,رملية,سيحي/غمر,عادية,عضوي,54.0,39.9,30.4,790.0
تمور,الموصل,طينية,سيحي/غمر,عادية,عضوي,54.0,31.9,25.6,1204.0
ذرة,النجف,طينية,تنقيط,عادية,مركب (NPK),60.0,32.0,55.5,1090.0
ذرة,النجف,رملية,رش محوري,عادية,عضوي,92.0,42.8,41.7,1362.0
فواكه,واسط,رملية,تنقيط,محسنة,داب (DAP),116.0,25.0,73.2,2665.0
شعير,ميسان,مختلطة,تنقيط,عادية,مركب (NPK),112.0,20.0,53.5,1384.0
شعير,ميسان,رملية,تنقيط,عادية,داب (DAP),23.0,16.5,41.4,1011.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,يوريا (N),63.0,36.7,36.5,2168.0
خضراوات,بابل,طينية,رش محوري,محسنة,داب (DAP),67.0,40.6,52.0,2326.0
رز,بابل,طينية,سيحي/غمر,عادية,داب (DAP),36.0,35.8,58.7,1417.0
خضراوات,النجف,مختلطة,تنقيط,محسنة,داب (DAP),57.0,38.6,55.7,1852.0
رز,الموصل,رملية,تنقيط,محسنة,داب (DAP),63.0,34.6,66.4,1245.0
شعير,ديالى,رملية,رش محوري,محسنة,مركب (NPK),70.0,28.1,64.0,1308.0
شعير,الأنبار,رملية,رش محوري,عادية,يوريا (N),21.0,17.9,66.3,822.0
تمور,النجف,مختلطة,تنقيط,عادية,يوريا (N),90.0,27.4,65.7,1695.0
فواكه,واسط,مختلطة,سيحي/غمر,محسنة,يوريا (N),70.0,37.2,67.7,1375.0
تمور,واسط,رملية,رش محوري,عادية,داب (DAP),92.0,36.8,47.6,1445.0
شعير,بابل,مختلطة,سيحي/غمر,عادية,داب (DAP),71.0,25.6,77.4,1309.0
فواكه,واسط,مختلطة,رش محوري,محسنة,يوريا (N),37.0,39.7,74.5,1791.0
رز,الموصل,طينية,سيحي/غمر,محسنة,داب (DAP),99.0,42.6,56.6,2032.0
رز,بابل,طينية,تنقيط,محسنة,يوريا (N),62.0,27.3,23.9,1408.0
رز,بابل,طينية,تنقيط,عادية,مركب (NPK),39.0,16.5,22.3,1236.0
حنطة,ميسان,رملية,سيحي/غمر,عادية,عضوي,111.0,37.0,26.6,806.0
رز,واسط,رملية,تنقيط,عادية,عضوي,62.0,42.6,25.0,987.0
حنطة,الأنبار,طينية,رش محوري,عادية,عضوي,51.0,29.9,32.5,993.0
خضراوات,كربلاء,مختلطة,سيحي/غمر,محسنة,داب (DAP),48.0,38.7,43.0,2017.0
رز,الموصل,رملية,رش محوري,محسنة,داب (DAP),45.0,32.4,47.7,1601.0
خضراوات,كربلاء,مختلطة,رش محوري,محسنة,مركب (NPK),96.0,41.3,65.5,2389.0
رز,ديالى,رملية,رش محوري,محسنة,يوريا (N),78.0,37.9,61.9,1129.0
شعير,البصرة,رملية,سيحي/غمر,محسنة,مركب (NPK),102.0,32.2,25.8,1156.0
رز,الأنبار,مختلطة,رش محوري,محسنة,داب (DAP),38.0,30.2,26.7,1261.0
رز,النجف,رملية,رش محوري,عادية,يوريا (N),61.0,30.1,37.2,1807.0
فواكه,الأنبار,مختلطة,تنقيط,محسنة,مركب (NPK),49.0,26.1,72.6,2533.0
شعير,واسط,مختلطة,تنقيط,محسنة,عضوي,85.0,15.8,69.2,849.0
حنطة,البصرة,مختلطة,سيحي/غمر,محسنة,عضوي,91.0,17.0,40.5,1325.0
حنطة,ديالى,مختلطة,تنقيط,عادية,مركب (NPK),56.0,25.3,46.4,1022.0
شعير,بابل,رملية,تنقيط,محسنة,يوريا (N),31.0,28.1,55.5,1075.0
شعير,الأنبار,مختلطة,رش محوري,عادية,يوريا (N),76.0,20.8,70.0,874.0
رز,الأنبار,مختلطة,تنقيط,عادية,يوريا (N),65.0,33.2,64.2,1473.0
تمور,النجف,مختلطة,رش محوري,محسنة,مركب (NPK),99.0,26.7,35.2,1510.0
فواكه,البصرة,مختلطة,رش محوري,عادية,داب (DAP),119.0,23.0,23.5,3115.0
فواكه,ديالى,مختلطة,سيحي/غمر,عادية,عضوي,44.0,25.5,43.7,2110.0
فواكه,النجف,مختلطة,تنقيط,عادية,مركب (NPK),75.0,23.5,34.3,3306.0
رز,ديالى,رملية,رش محوري,عادية,داب (DAP),33.0,37.7,30.2,803.0
فواكه,الأنبار,رملية,سيحي/غمر,عادية,داب (DAP),119.0,41.7,78.3,1762.0
حنطة,ديالى,مختلطة,تنقيط,محسنة,مركب (NPK),53.0,42.2,41.2,811.0
رز,البصرة,مختلطة,رش محوري,محسنة,يوريا (N),106.0,40.0,41.9,965.0
فواكه,ميسان,رملية,رش محوري,محسنة,يوريا (N),84.0,24.6,42.6,2064.0
خضراوات,ديالى,مختلطة,رش محوري,محسنة,عضوي,39.0,26.7,71.8,2618.0
تمور,كربلاء,طينية,تنقيط,محسنة,يوريا (N),103.0,30.0,35.9,2063.0
حنطة,ديالى,طينية,رش محوري,عادية,داب (DAP),55.0,18.5,68.1,1814.0
حنطة,واسط,مختلطة,رش محوري,عادية,عضوي,54.0,21.3,39.3,1211.0
حنطة,بغداد,طينية,رش محوري,محسنة,مركب (NPK),37.0,45.0,23.7,795.0
فواكه,واسط,رملية,تنقيط,محسنة,يوريا (N),41.0,37.6,30.1,1737.0
خضراوات,الموصل,طينية,رش محوري,محسنة,يوريا (N),87.0,35.0,34.7,4270.0
شعير,ميسان,طينية,رش محوري,محسنة,عضوي,102.0,27.4,43.7,957.0
خضراوات,ميسان,مختلطة,تنقيط,عادية,مركب (NPK),66.0,38.4,35.4,1578.0
خضراوات,ديالى,رملية,سيحي/غمر,عادية,داب (DAP),63.0,27.1,42.3,1186.0
ذرة,واسط,طينية,تنقيط,محسنة,يوريا (N),61.0,42.5,27.4,902.0
شعير,النجف,رملية,تنقيط,محسنة,داب (DAP),77.0,22.8,60.9,871.0
شعير,كربلاء,مختلطة,سيحي/غمر,محسنة,داب (DAP),43.0,26.3,78.8,1100.0
خضراوات,بابل,طينية,تنقيط,عادية,يوريا (N),92.0,41.9,55.9,3748.0
فواكه,واسط,طينية,تنقيط,عادية,داب (DAP),31.0,18.1,28.7,2409.0
ذرة,كربلاء,رملية,سيحي/غمر,عادية,داب (DAP),98.0,31.4,39.7,1353.0
تمور,الموصل,رملية,سيحي/غمر,محسنة,يوريا (N),27.0,40.3,57.8,564.0
تمور,البصرة,رملية,سيحي/غمر,محسنة,يوريا (N),104.0,30.6,54.8,1551.0
فواكه,الأنبار,طينية,تنقيط,عادية,داب (DAP),93.0,28.9,58.9,2808.0
رز,البصرة,طينية,رش محوري,محسنة,يوريا (N),29.0,18.2,60.9,825.0
تمور,الأنبار,رملية,رش محوري,محسنة,عضوي,84.0,18.9,56.8,2399.0
فواكه,ديالى,طينية,رش محوري,عادية,يوريا (N),88.0,30.6,31.9,3479.0
خضراوات,بابل,مختلطة,سيحي/غمر,عادية,داب (DAP),58.0,36.4,43.8,3148.0
ذرة,كربلاء,طينية,رش محوري,محسنة,مركب (NPK),116.0,32.7,77.6,1451.0
رز,كربلاء,طينية,رش محوري,محسنة,عضوي,103.0,30.3,25.3,1899.0
تمور,البصرة,طينية,تنقيط,محسنة,مركب (NPK),21.0,44.9,38.9,1284.0
ذرة,الأنبار,رملية,رش محوري,عادية,داب (DAP),29.0,17.2,74.6,504.0
خضراوات,الموصل,رملية,رش محوري,عادية,مركب (NPK),79.0,27.4,70.0,1627.0
فواكه,كربلاء,رملية,سيحي/غمر,عادية,مركب (NPK),52.0,26.7,76.9,1383.0
فواكه,كربلاء,مختلطة,سيحي/غمر,محسنة,مركب (NPK),31.0,33.2,54.4,1395.0
